,char,strokeorder
2812,谋,30 16 26 27 27 26 26 26 27 28 25
2813,囧,27 31 28 44 27 10 26
2814,圗,27 31 42 30 26 27 27 31 27 27 26 26 26 26
2815,啸,27 31 26 31 26 26 27 28 27 28 30
2816,榭,26 27 28 30 28 27 10 26 26 26 28 26 39 30
2817,醋,26 27 31 29 6 26 26 26 27 27 26 27 31 26 26
2818,锣,28 26 26 26 37 27 31 27 27 26 28 12 30
2819,扁,30 31 26 29 27 10 26 27 27
2820,瓣,30 26 30 30 26 26 28 28 28 42 30 25 30 26 30 30 26 26 27
2821,濃,30 30 0 27 31 26 27 27 26 26 29 26 26 37 28 25
2822,劍,28 25 26 27 31 26 27 31 26 29 25 29 25 27 39
2823,舵,28 29 10 30 30 26 30 30 33 28 47
2824,創,28 25 26 31 26 26 28 27 31 26 27 39
2825,妻,26 31 26 26 27 42 28 26
2826,裳,27 30 28 27 33 27 31 26 30 26 28 37 28 25
2827,飾,28 30 30 31 26 26 37 30 28 26 27 31 27
2828,椒,26 27 28 30 27 26 26 39 28 30 12 25
2829,炭,27 34 27 26 28 30 28 29 25
2830,鸥,26 28 25 34 28 10 30 15 26
2831,皱,28 33 31 26 26 33 29 27 12 25
2832,猴,28 3 28 28 27 31 26 28 26 26 28 25
2833,炔,30 28 29 30 31 26 29 25
2834,蕴,26 27 27 42 42 0 27 31 26 26 27 31 27 27 26
2835,蕉,26 27 27 28 27 30 26 26 26 27 26 30 30 30 30
2836,隅,20 27 27 31 26 26 27 10 27 0 30
2837,垒,42 30 42 30 42 30 26 27 26
2838,擅,26 39 0 30 26 27 31 27 31 26 26 27 31 26 26 26
2839,敗,27 31 26 26 26 28 30 28 26 28 25
2840,掉,26 39 0 27 26 27 31 26 26 26 27
2841,襲,30 26 30 28 26 27 10 26 26 26 45 26 47 26 26 26 30 26 28 37 28 25
2842,饿,28 33 37 28 26 39 0 3 28 30
2843,梵,26 27 28 30 26 27 28 25 29 14 30
2844,词,30 16 31 26 27 31 26
2845,焗,30 28 28 30 31 26 28 31 27 31 26
2846,凭,28 27 28 26 27 26 29 14
2847,褪,30 12 27 28 30 31 26 26 37 28 25 30 31 44
2848,粘,30 28 26 27 28 25 27 26 27 31 26
2849,溜,30 30 28 28 37 30 10 28 27 31 26 27 26
2850,嗨,27 31 26 30 30 0 28 26 34 10 30 30 26
2851,弩,40 28 26 12 25 31 26 15
2852,例,28 27 26 28 12 30 27 39
2853,豌,26 27 31 26 30 28 0 30 27 33 28 12 30 10 47
2854,阖,27 30 10 26 27 26 42 30 27 31 27 27 26
2855,操,26 39 0 27 31 26 27 31 26 27 31 26 26 27 28 25
2856,毂,26 27 26 30 33 26 34 26 27 29 21 12 25
2857,笃,28 26 30 28 26 30 31 15 26
2858,淞,30 30 0 26 27 28 30 28 25 42 30
2859,話,30 26 26 26 27 31 26 28 26 27 27 31 26
2860,刘,30 26 28 25 27 39
2861,瘾,30 26 29 30 0 20 27 28 33 31 26 26 30 5 30 30
2862,苟,26 27 27 28 10 27 31 26
2863,還,27 31 27 27 26 26 27 31 26 28 37 28 25 30 31 44
2864,拨,26 39 0 34 28 12 25 30
2865,掌,27 30 28 30 33 27 31 26 28 26 26 39
2866,弃,30 26 42 30 26 29 27
2867,析,26 27 28 30 28 29 26 27
2868,眸,27 31 26 26 26 42 30 28 26 26 27
2869,舱,28 29 10 30 30 26 28 25 10 47
2870,癣,30 26 29 30 0 28 33 27 31 26 27 26 26 30 28 26 26 26 27
2871,蚊,27 31 26 27 0 30 30 26 28 25
2872,珂,26 26 27 26 26 39 27 31 26
2873,钎,28 26 26 26 37 28 26 27
2874,沉,30 30 0 30 33 29 14
2875,瓯,26 28 25 34 26 37 14 30
2876,淼,39 12 28 25 39 12 28 25 39 12 28 25
2877,荟,26 27 27 28 25 26 26 42 30
2878,秉,28 26 31 26 26 27 28 25
2879,飮,28 30 30 31 26 26 27 0 30 28 33 28 25
2880,却,26 27 26 42 30 10 27
2881,旬,28 10 27 31 26 26
2882,庞,30 26 29 26 29 28 47 30
2883,訂,30 26 26 26 27 31 26 26 39
2884,恢,30 30 27 26 28 30 28 29 25
2885,銹,28 30 26 26 27 30 28 0 28 26 27 28 25 49 29
2886,痘,30 26 29 30 0 26 27 31 26 30 28 26
2887,經,42 42 30 30 30 30 26 40 40 40 26 27 26
2888,篷,28 26 30 28 26 30 28 12 25 26 26 26 27 30 31 44
2889,潼,30 30 0 30 26 30 28 26 27 31 26 26 26 27 26
2890,掬,26 39 0 28 10 30 28 26 27 28 25
2891,坑,26 27 26 30 26 29 14
2892,捕,26 39 0 26 27 10 26 26 27 30
2893,翁,28 25 42 30 10 30 0 10 30 0
2894,彼,28 28 27 33 29 27 12 25
2895,飓,29 14 28 25 27 31 26 26 26 26 28 30
2896,驱,31 15 26 26 28 25 34
2897,張,31 26 15 26 27 26 26 26 37 28 25
2898,嬉,40 28 26 26 27 26 27 31 26 30 28 26 27 31 26
2899,鷄,28 30 30 28 42 42 30 26 29 25 28 27 31 26 26 26 10 30 30 30 30
2900,紀,42 42 30 30 30 30 31 26 47
2901,尕,49 29 39 28 30
2902,芷,26 27 27 27 26 27 26
2903,澋,30 30 0 27 31 26 26 30 26 27 31 26 39 28 30
2904,拒,26 39 0 26 31 26 31
2905,贞,27 26 27 31 29 30
2906,澡,30 30 0 27 31 26 27 31 26 27 31 26 26 27 28 25
2907,葵,26 27 27 12 30 28 28 25 26 26 29 25
2908,珺,26 26 27 0 31 26 26 28 27 31 26
2909,暮,26 27 27 27 31 26 26 26 29 25 27 31 26 26
2910,覽,26 27 31 26 27 34 28 26 26 27 31 27 27 26 27 31 26 26 26 28 47
2911,芋,26 27 27 26 26 39
2912,愁,28 26 27 28 30 30 28 29 25 30 5 30 30
2913,釜,28 30 28 25 26 26 27 30 28 26
2914,渊,30 30 0 29 30 28 26 27 28 25 27
2915,嗒,27 31 26 26 27 27 29 25 26 27 31 26
2916,嫁,40 28 26 30 30 33 26 28 1 28 28 28 25
2917,咫,31 26 29 25 27 31 26 28 30
2918,枪,26 27 28 30 28 25 10 47
2919,荒,26 27 27 30 26 34 28 27 47
2920,憨,33 26 27 27 26 26 26 28 26 28 25 30 5 30 30
2921,駛,26 27 26 26 27 10 30 30 30 30 27 31 26 28 25
2922,鳌,26 26 27 26 10 28 28 26 28 25 28 33 27 31 26 27 26 26
2923,魏,28 26 27 28 25 40 28 26 28 27 31 26 26 29 47 42 30
2924,質,28 29 26 27 28 29 26 27 27 31 26 26 26 28 30
2925,予,33 30 33 39
2926,歇,27 31 26 26 28 10 28 25 34 28 33 29 25
2927,弄,26 26 27 26 26 29 27
2928,醸,26 27 31 28 6 26 26 30 26 28 30 26 26 27 27 26 28 37 28 25
2929,菇,26 27 27 40 28 26 26 27 27 31 26
2930,嘻,27 31 26 26 27 26 27 31 26 30 28 26 27 31 26
2931,乎,28 30 28 26 39
2932,腑,29 10 26 26 30 26 29 28 27 26 39 30
2933,钙,28 26 26 26 37 26 27 26 15
2934,蛟,27 31 26 27 0 30 30 26 28 30 28 25
2935,圭,26 27 26 26 27 26
2936,匠,26 28 29 26 27 34
2937,履,31 26 28 28 28 27 28 26 27 31 26 26 28 12 25
2938,悟,30 30 27 26 27 31 26 27 31 26
2939,徳,28 28 27 26 27 27 31 27 27 26 30 5 30 30
2940,丨,27
2941,鄉,42 42 28 30 31 26 26 37 30 49 27
2942,亢,30 26 29 14
2943,崴,27 34 27 26 29 3 28 30 26 40 28 26
2944,絲,42 42 30 30 30 30 42 42 30 39 28 30
2945,穷,30 30 33 28 44 10 29
2946,牦,28 26 26 27 28 26 26 47
2947,肴,28 25 26 28 27 10 26 26
2948,顷,28 47 26 28 27 31 29 30
2949,述,26 27 28 25 30 30 31 44
2950,從,28 28 27 29 25 29 25 27 26 28 25
2951,廓,30 26 29 30 26 27 31 26 33 39 26 20 27
2952,轧,26 34 26 27 47
2953,焚,26 27 28 30 26 27 28 25 30 28 29 25
2954,乒,28 27 26 27 26 28
2955,绅,42 42 0 27 31 26 26 27
2956,煕,26 27 45 26 27 34 31 26 47 30 30 30 30
2957,樾,26 27 28 30 26 27 26 27 26 28 25 26 37 3 28 30
2958,舶,28 29 10 30 30 26 28 27 31 26 26
2959,它,30 30 33 28 47
2960,骐,31 15 26 26 27 27 26 26 26 28 30
2961,栖,26 27 28 30 26 27 31 29 6 26
2962,楊,26 27 28 30 27 31 26 26 26 28 10 28 28
2963,堅,26 27 31 26 27 34 12 25 26 27 26
2964,薇,26 27 27 28 28 27 27 34 27 26 29 47 28 26 28 25
2965,詩,30 26 26 26 27 31 26 26 27 26 26 39 30
2966,纲,42 42 0 27 10 28 25
2967,搞,26 39 0 30 26 27 31 26 27 10 27 31 26
2968,丛,29 25 29 25 26
2969,鏡,28 30 26 26 27 30 28 0 30 26 30 28 26 27 31 26 26 29 47
2970,芬,26 27 27 28 44 10 29
2971,逆,30 28 26 34 27 29 30 31 44
2972,贻,27 31 29 30 42 30 27 31 26
2973,裙,30 12 27 30 28 31 26 26 28 27 31 26
2974,腿,29 10 26 26 31 26 26 37 28 25 30 31 44
2975,肇,30 31 26 29 28 26 28 25 31 26 26 26 26 27
2976,邱,28 27 26 27 26 20 27
2977,忘,30 26 6 30 5 30 30
2978,扎,26 39 0 47
2979,仟,28 27 28 26 27
2980,阱,20 27 26 26 29 27
2981,稞,28 26 27 28 30 27 31 26 26 26 27 28 25
2982,甄,26 27 31 27 27 26 26 27 26 26 37 14 30
2983,澤,30 30 0 27 31 27 27 26 26 27 26 30 28 26 26 27
2984,惰,30 30 27 26 28 26 27 26 27 10 26 26
2985,笛,28 26 30 28 26 30 27 31 26 27 26
2986,陋,49 27 26 27 10 28 30 34
2987,淡,30 30 0 30 28 29 25 30 28 29 25
2988,扛,26 39 0 26 27 26
2989,陷,20 27 28 33 28 27 26 31 26 26
2990,眠,27 31 26 26 26 31 26 37 26 3
2991,迅,14 26 27 30 31 44
2992,攻,26 27 26 28 26 28 25
2993,拾,26 39 0 29 25 26 27 31 26
2994,愉,30 30 27 28 25 26 29 10 26 26 27 39
2995,荘,26 27 27 27 30 0 26 27 26
2996,強,31 26 15 42 30 27 31 26 27 0 30
2997,硒,26 28 27 31 26 26 27 31 29 6 26
2998,問,27 31 26 26 27 10 26 26 27 31 26
2999,邊,28 27 31 26 26 26 30 30 33 28 44 30 26 10 29 30 31 44
3000,鍍,28 30 26 26 27 30 28 0 30 26 29 26 27 27 26 12 25
3001,竖,27 27 12 25 30 26 30 28 26
3002,嘘,27 31 26 27 26 33 29 26 47 27 27 30 28 26
3003,浸,30 30 0 31 26 26 30 33 12 25
3004,铍,28 26 26 26 37 33 29 27 12 25
3005,垠,26 27 26 31 26 26 37 28 25
3006,轰,26 34 26 27 12 25 12 25
3007,伞,28 25 30 28 26 27
3008,佩,28 27 29 14 26 27 10 27
3009,圓,27 31 27 31 26 27 31 26 26 26 28 30 26
3010,氮,28 26 26 14 30 28 29 25 30 28 29 25
3011,擒,26 39 0 28 25 30 26 28 25 34 27 27 10 42 30
3012,蝇,27 31 26 27 0 30 27 31 26 27 31 26 26 47
3013,侈,28 27 28 12 30 28 12 30
3014,妙,40 28 26 39 28 30 28
3015,戒,26 3 28 30 26 29 27
3016,駕,10 29 27 31 26 26 27 26 26 27 10 30 30 30 30
3017,恶,26 27 27 30 28 26 30 5 30 30
3018,狠,28 1 28 31 26 26 37 28 25
3019,酝,26 27 31 29 6 26 26 26 26 42 30
3020,颗,27 31 26 26 26 27 28 25 26 28 27 31 29 30
3021,错,28 26 26 26 37 26 27 27 26 27 31 26 26
3022,泗,30 30 0 27 31 29 6 26
3023,泾,30 30 0 12 30 26 27 26
3024,吟,27 31 26 28 25 30 12
3025,拼,26 39 0 30 28 26 26 29 27
3026,桔,26 27 28 30 26 27 26 27 31 26
3027,桦,26 27 28 30 28 27 28 47 26 27
3028,臭,28 27 31 26 26 26 26 29 25 30
3029,節,28 26 30 28 26 30 31 26 26 37 30 10 27
3030,檀,26 27 28 30 30 26 27 31 27 31 26 26 27 31 26 26 26
3031,夀,26 26 33 27 31 26 27 26 27 31 26 26 39 30
3032,脸,29 10 26 26 28 25 26 30 30 28 26
3033,樣,26 27 28 30 30 28 26 26 27 26 30 10 12 28 25
3034,織,42 42 30 30 30 30 30 26 30 28 26 27 31 26 26 3 28 30
3035,涯,30 30 0 26 29 26 27 26 26 27 26
3036,樟,26 27 28 30 30 26 30 28 26 27 31 26 26 26 27
3037,魁,28 27 31 26 26 29 47 42 30 30 30 26 27
3038,饱,28 33 37 28 10 31 26 47
3039,锯,28 26 26 26 37 31 26 29 26 27 27 31 26
3040,栈,26 27 28 30 26 26 3 28 30
3041,粹,30 28 26 27 28 25 30 26 29 25 29 25 26 27
3042,巳,31 26 47
3043,鐘,28 30 26 26 27 30 28 0 30 26 30 28 26 27 31 26 26 26 27 26
3044,嫩,40 28 26 26 27 31 26 27 28 25 28 26 28 25
3045,挣,26 39 0 28 31 31 26 26 39
3046,罪,27 31 27 27 26 27 26 26 26 27 26 26 26
3047,几,29 14
3048,楹,26 27 28 30 49 29 12 25 27 31 27 27 26
3049,晰,27 31 26 26 26 27 28 30 28 29 26 27
3050,廠,30 26 29 27 30 28 27 10 27 31 26 28 26 28 25
3051,逃,29 30 0 47 28 30 30 31 44
3052,访,30 16 30 26 10 29
3053,潔,30 30 0 26 26 26 27 10 29 42 42 30 39 28 30
3054,仗,28 27 26 29 25
3055,馕,28 33 37 26 27 31 26 27 27 33 27 31 26 27 31 26 26 26 27 27 26 28 37 28 25
3056,穗,28 26 27 28 30 26 27 31 26 26 27 26 30 30 5 30 30
3057,怎,28 26 27 26 26 30 5 30 30
3058,滾,30 30 0 30 26 28 30 27 31 26 28 37 28 25
3059,禺,27 31 26 26 27 10 27 0 30
3060,喂,27 31 26 27 31 26 27 26 26 37 28 25
3061,睛,27 31 26 26 26 26 26 27 26 29 10 26 26
3062,痣,30 26 29 30 0 26 27 26 30 5 30 30
3063,喫,27 31 26 26 26 26 27 10 29 26 29 25
3064,軰,27 26 0 28 47 26 27 31 26 26 26 27
3065,朔,30 28 26 34 27 29 29 10 26 26
3066,眾,27 31 27 27 26 28 27 28 25 28 25
3067,牡,28 26 26 27 26 27 26
3068,射,28 27 10 26 26 26 28 26 39 30
3069,臣,26 27 31 26 27 34
3070,懋,26 27 28 25 33 30 33 39 28 26 27 28 25 30 5 30 30
3071,緹,42 42 30 30 30 30 27 31 26 26 26 27 26 28 25
3072,褥,30 12 27 28 30 26 29 26 26 37 28 25 26 39 30
3073,伶,28 27 28 25 30 33 30
3074,郢,27 31 26 26 26 27 26 20 27
3075,烦,30 28 29 30 26 28 27 31 29 30
3076,臺,26 27 26 27 31 26 30 33 26 42 30 26 27 26
3077,抚,26 39 0 26 26 29 47
3078,桩,26 27 28 30 30 26 29 26 27 26
3079,磐,28 29 10 30 30 26 29 21 12 25 26 28 27 31 26
3080,孜,33 39 26 28 26 28 25
3081,聆,26 27 27 26 26 26 28 25 30 33 30
3082,氩,28 26 26 14 26 27 27 30 28 26
3083,矢,28 26 26 29 25
3084,偉,28 27 31 27 26 27 31 26 26 34 27
3085,埋,26 27 26 27 31 26 26 26 27 26
3086,縁,28 30 42 30 27 28 30 31 26 26 3 28 28 28 28 25
3087,沱,30 30 0 30 30 33 28 47
3088,吖,27 31 26 30 28 27
3089,缠,42 42 0 30 26 29 27 31 26 26 26 27 26
3090,葫,26 27 27 26 27 27 31 26 29 10 26 26
3091,峨,27 34 27 28 26 39 0 3 28 30
3092,鐵,28 25 26 26 27 30 28 26 26 27 26 3 28 30 27 31 26 26 26 27 26
3093,醬,34 27 26 29 28 12 30 30 26 39 30 26 27 31 29 6 26 26
3094,些,27 26 27 26 28 47 26 26
3095,沧,30 30 0 28 25 10 47
3096,娃,40 28 26 26 27 26 26 27 26
3097,哑,27 31 26 26 27 27 30 28 26
3098,肾,27 27 12 25 27 31 26 26
3099,詳,30 26 26 26 27 31 26 30 28 26 26 26 27
3100,缕,42 42 0 30 28 26 27 28 25 40 28 26
3101,剿,40 40 40 27 31 26 26 26 27 28 25 27 39
3102,燎,30 28 29 30 26 28 25 30 28 27 31 26 26 39 28 25
3103,够,28 10 27 31 26 28 12 30 28 12 30
3104,楓,26 27 28 30 29 14 28 27 31 26 27 0 30
3105,僖,28 27 26 27 26 27 31 26 30 28 26 27 31 26
3106,倩,28 27 26 26 27 26 29 10 26 26
3107,绑,42 42 0 26 26 26 29 20 27
3108,柑,26 27 28 30 26 27 27 26 26
3109,礻,30 12 27 30
3110,厌,26 29 26 29 25 30
3111,鸪,26 27 27 31 26 28 10 30 15 26
3112,耸,29 25 29 25 26 27 27 26 26 26
3113,埸,26 27 26 27 31 26 26 28 10 28 28
3114,凳,12 30 28 28 25 26 27 31 26 30 28 26 29 14
3115,璞,26 26 27 26 27 27 30 28 26 30 28 26 26 26 29 25
3116,毯,28 26 26 47 30 28 29 25 30 28 29 25
3117,贫,28 44 10 29 27 31 29 30
3118,冻,30 0 26 34 39 28 30
3119,叱,27 31 26 28 47
3120,濱,30 30 0 30 27 33 26 27 28 28 27 31 26 26 26 28 30
3121,挞,26 39 0 26 29 25 30 31 44
3122,誼,30 26 26 26 27 31 26 30 30 33 27 31 26 26 26
3123,恬,30 30 27 28 26 27 27 31 26
3124,衞,28 28 27 31 26 27 31 26 26 27 10 27 26 26 33
3125,钊,28 26 26 26 37 27 39
3126,撈,26 39 0 30 28 29 30 30 28 29 25 30 33 10 29
3127,荤,26 27 27 30 33 26 34 26 27
3128,韦,26 26 10 27
3129,荔,26 27 27 10 29 10 29 10 29
3130,柱,26 27 28 30 30 26 26 27 26
3131,诏,30 16 10 29 27 31 26
3132,粵,28 27 31 28 30 28 26 27 28 25 26 26 15
3133,勺,28 10 30
3134,铣,28 26 26 26 37 28 26 27 26 29 47
3135,勝,29 10 26 26 30 28 26 26 28 25 10 29
3136,惯,30 30 27 34 31 27 26 27 31 29 30
3137,傳,28 27 26 27 31 26 26 27 26 30 26 39 30
3138,鈴,28 30 26 26 27 30 28 0 28 25 30 33 30
3139,茵,26 27 27 27 31 26 29 25 26
3140,銭,28 30 26 26 27 30 28 0 26 26 26 28 3 30
3141,绎,42 42 0 12 25 26 26 27
3142,驭,31 15 26 12 25
3143,喔,27 31 26 31 26 29 26 42 30 26 27 26
3144,昼,31 26 29 25 27 31 26 26 26
3145,劝,12 25 10 29
3146,筱,28 26 30 28 26 30 28 27 27 28 26 28 25
3147,缩,42 42 0 30 30 33 28 27 26 28 27 31 26 26
3148,杖,26 27 28 30 26 29 25
3149,請,30 26 26 26 27 31 26 26 26 27 26 29 10 26 26
3150,炼,30 28 28 30 26 42 10 28 30
3151,丘,28 27 26 27 26
3152,奎,26 29 25 26 27 26 26 27 26
3153,掏,26 39 0 28 10 28 26 26 27 34 27
3154,蹓,27 31 26 27 26 27 0 28 37 30 10 28 27 31 26 27 26
3155,沸,30 30 0 31 26 15 28 27
3156,坟,26 27 26 30 26 28 25
3157,饲,28 33 37 10 26 27 31 26
3158,恕,40 28 26 27 31 26 30 5 30 30
3159,扈,30 31 26 29 27 31 26 31 27 26 47
3160,雞,28 30 30 28 42 42 30 26 29 25 28 27 30 26 26 26 27 26
3161,勘,26 27 27 26 26 26 28 30 34 10 29
3162,霜,26 30 33 27 26 26 26 26 26 27 28 30 27 31 26 26 26
3163,碱,26 28 27 31 26 26 29 3 28 30 26 27 31 26
3164,蜓,27 31 26 27 0 30 28 26 27 26 18 25
3165,屬,31 26 29 39 30 0 28 30 27 31 27 27 26 28 10 27 31 26 27 0 30
3166,妲,40 28 26 27 31 26 26 26
3167,释,28 30 28 26 27 28 30 12 25 26 26 27
3168,琊,26 26 27 26 26 34 39 28 20 27
3169,筷,28 26 30 28 26 30 30 30 27 31 26 29 25
3170,窩,30 30 33 28 44 27 31 27 26 27 10 27 31 26
3171,聪,26 27 27 26 26 26 30 28 27 31 26 30 5 30 30
3172,茉,26 27 27 26 26 27 28 25
3173,蒿,26 27 27 30 26 27 31 26 27 10 27 31 26
3174,崧,27 34 27 26 27 28 30 28 25 42 30
3175,虬,27 31 26 27 0 30 47
3176,茜,26 27 27 26 27 31 29 6 26
3177,癫,30 26 29 30 0 26 27 27 31 26 26 26 26 28 30 26 28 27 31 29 30
3178,鎖,28 25 26 26 27 30 28 26 39 28 30 27 31 26 26 26 28 44
3179,毗,27 31 26 27 26 26 37 28 47
3180,腺,29 10 26 26 28 27 31 26 26 39 12 28 25
3181,屎,31 26 29 30 28 26 27 28 25
3182,惬,27 27 30 26 26 30 28 26 28 30 34
3183,藻,26 27 27 30 30 0 27 31 26 27 31 26 27 31 26 26 27 28 25
3184,雾,26 30 33 27 26 26 26 26 28 12 25 10 29
3185,筆,28 26 30 28 26 30 31 26 26 26 26 27
3186,殓,26 28 12 30 28 25 26 30 30 28 26
3187,掩,26 39 0 26 29 25 27 31 26 26 47
3188,恤,30 30 27 28 27 31 27 27 26
3189,腹,28 10 26 26 28 26 27 31 26 26 28 12 25
3190,铅,28 26 26 26 37 29 21 27 31 26
3191,駿,26 27 26 26 27 10 30 30 30 30 42 30 28 44 28 12 25
3192,雜,30 26 29 25 29 25 26 39 28 30 28 27 30 26 26 26 27 26
3193,琍,26 26 27 26 28 26 27 28 25 27 39
3194,糙,30 28 26 27 28 25 28 26 27 26 27 31 26 30 31 44
3195,厘,26 29 27 31 26 26 26 27 26
3196,呼,27 31 26 28 30 28 26 39
3197,夸,26 29 25 26 26 15
3198,凖,30 0 28 27 30 26 26 26 27 26 26 27
3199,鴐,10 29 27 31 26 28 27 31 26 26 26 10 30 30 30 30
3200,躺,28 27 10 26 26 26 28 27 30 28 27 10 27 31 26
3201,籬,28 26 30 28 26 30 30 26 28 25 34 27 27 10 42 30 28 27 30 26 26 26 27 26
3202,歡,27 26 27 26 27 31 26 27 31 26 28 27 30 26 26 26 27 26 28 33 29 25
3203,胆,29 10 26 26 27 31 26 26 26
3204,巩,26 27 26 29 14 30
3205,枕,26 27 28 30 30 33 29 47
3206,菀,26 27 27 30 27 33 28 12 30 10 47
3207,悔,30 30 27 28 26 34 10 30 30 26
3208,簘,28 26 30 28 26 30 31 26 26 28 27 30 28 26 27 28 30
3209,滞,30 30 0 26 27 27 27 27 33 27 10 27
3210,羔,30 28 26 26 27 26 30 30 30 30
3211,邹,28 33 31 26 26 20 27
3212,浑,30 30 0 30 33 26 34 26 27
3213,個,28 27 27 31 26 27 27 31 26 26
3214,寞,30 30 33 26 27 27 27 31 26 26 26 29 25
3215,矗,26 27 27 31 26 26 26 26 26 27 27 31 26 26 26 26 26 27 27 31 26 26 26 26
3216,仆,28 27 27 30
3217,兹,30 28 26 42 42 30 42 42 30
3218,耘,26 26 26 27 28 25 26 26 42 30
3219,贿,27 31 29 30 26 28 27 10 26 26
3220,衷,30 26 27 31 27 26 28 37 28 25
3221,炊,30 28 29 30 28 33 29 25
3222,糊,30 28 26 27 28 25 26 27 27 31 26 29 10 26 26
3223,稚,28 26 27 28 30 28 27 30 26 26 26 27 26
3224,飲,28 30 30 31 26 26 37 30 28 33 29 25
3225,晒,27 31 26 26 26 27 31 29 6 26
3226,慕,26 27 27 27 31 26 26 26 29 25 39 28 30 30
3227,跶,27 31 26 27 26 27 0 26 29 25 30 31 44
3228,颢,27 31 26 26 30 26 27 31 26 39 28 30 26 28 27 31 29 30
3229,淅,30 30 0 26 27 28 30 28 29 26 27
3230,咽,27 31 26 27 31 26 29 25 26
3231,麥,26 27 28 30 28 30 28 25 28 12 30
3232,翎,28 25 30 33 30 10 30 0 10 30 0
3233,硚,26 28 27 31 26 29 26 29 25 29 27
3234,皂,28 27 31 26 26 26 47
3235,恐,26 27 26 29 14 30 30 5 30 30
3236,塵,30 26 29 31 27 27 26 26 37 28 47 26 27 26
3237,洮,30 30 0 29 30 0 47 28 30
3238,鋁,28 30 26 26 27 30 28 0 27 31 26 27 31 26
3239,婧,40 28 26 26 26 27 26 29 10 26 26
3240,購,27 31 26 26 26 28 30 26 26 27 27 26 27 10 26 27 26
3241,匮,26 27 31 26 27 26 27 31 29 30 34
3242,縂,42 42 30 30 30 30 30 28 27 31 26 30 5 30 30
3243,朕,29 10 26 26 30 28 26 26 29 25
3244,崛,27 34 27 31 26 29 34 27 27 34 27
3245,啼,27 31 26 30 26 30 28 30 33 27 10 27
3246,為,28 30 30 28 28 31 31 10 30 30 30 30
3247,欺,26 27 27 26 26 26 28 30 28 33 29 25
3248,答,28 26 30 28 26 30 29 25 26 27 31 26
3249,帐,27 10 27 28 26 37 25
3250,禽,28 25 30 26 28 25 34 27 27 10 42 30
3251,態,42 30 27 10 26 26 28 47 28 47 30 5 30 30
3252,椴,26 27 28 30 28 27 26 26 0 28 14 12 25
3253,忙,30 30 27 30 26 6
3254,聫,26 27 27 26 26 26 42 42 30 42 42 30 26 29 25
3255,俬,28 27 28 26 27 28 30 42 30
3256,惩,28 28 27 26 27 26 27 26 30 5 30 30
3257,凛,30 0 30 26 27 31 27 31 26 26 26 26 39 28 30
3258,绪,42 42 0 26 27 26 28 27 31 26 26
3259,瞿,27 31 26 26 26 27 31 26 26 26 28 27 30 26 26 26 27 26
3260,芸,26 27 27 26 26 42 30
3261,阑,27 30 10 26 27 31 30 28 26 27 28 25
3262,厮,26 29 26 27 27 26 26 26 28 30 28 29 26 27
3263,啊,27 31 26 20 27 26 39 27 31 26
3264,喊,27 31 26 26 29 3 28 30 26 27 31 26
3265,虑,27 26 33 29 26 47 30 5 30 30
3266,疚,30 26 29 30 0 28 12 25
3267,禄,30 12 27 30 31 26 26 39 30 0 28 30
3268,烛,30 28 29 30 27 31 26 27 0 30
3269,餃,28 30 30 31 26 26 37 30 30 26 28 30 28 25
3270,萦,26 27 27 30 33 42 42 30 39 28 30
3271,潤,30 30 0 27 31 26 26 27 10 26 26 26 26 27 26
3272,僧,28 27 30 28 27 31 27 30 28 26 27 31 26 26
3273,伐,28 27 26 3 28 30
3274,阻,20 27 27 31 26 26 26
3275,謀,30 26 26 26 27 31 26 26 27 27 26 26 26 27 28 25
3276,累,27 31 26 27 26 42 42 30 39 28 30
3277,炴,30 28 29 30 27 31 26 29 25
3278,菁,26 27 27 26 26 27 26 29 10 26 26
3279,郸,30 28 27 31 26 26 26 27 20 27
3280,炮,30 28 29 30 28 10 31 26 47
3281,鱿,28 33 27 31 26 27 26 26 26 29 47 30
3282,試,30 26 26 26 27 31 26 26 3 30 26 27 26
3283,烨,30 28 29 30 28 27 28 47 26 27
3284,缦,42 42 0 27 31 26 26 27 31 27 27 26 12 25
3285,抬,26 39 0 42 30 27 31 26
3286,蜻,27 31 26 27 0 30 26 26 27 26 29 10 26 26
3287,勁,26 40 40 40 26 27 26 10 29
3288,凔,30 0 28 25 26 31 26 26 28 27 31 26
3289,岔,28 44 10 29 27 34 27
3290,霍,26 30 33 27 26 26 26 26 28 27 30 26 26 26 27 26
3291,蟲,27 31 26 27 0 30 27 31 26 27 0 30 27 31 26 27 0 30
3292,參,42 30 42 30 42 30 28 25 28 28 28
3293,薯,26 27 27 27 31 27 27 26 26 27 26 28 27 31 26 26
3294,潞,30 30 0 27 31 26 27 26 27 0 28 12 25 27 31 26
3295,酵,26 27 31 29 6 26 26 26 27 26 28 33 39 26
3296,暂,26 34 26 27 28 29 26 27 27 31 26 26
3297,瑯,26 26 27 0 30 31 26 26 37 30 49 27
3298,钨,28 26 26 26 37 28 10 15 26
3299,兿,30 28 26 26 39 0 29 14 30 26 26 42 30
3300,菧,26 27 27 30 26 29 28 37 26 3 30
3301,碎,26 28 27 31 26 30 26 29 25 29 25 26 27
3302,邯,26 27 27 26 26 20 27
3303,豐,26 26 26 27 26 26 26 27 27 34 27 26 27 31 26 30 28 26
