,char,strokeorder
2813,囧,S-HZ P TN S-HZG H
2814,圗,S-HZ PZ-D H-S S-HZ-S-S-H-H-H H
2815,啸,S HZ H HZ H H S P S P D
2816,榭,H-S-P-D P-S-HZG-H-H-H-P H-SG-D
2817,醋,H-S-HZ-SP-SW-H-H H-S-S-H S-HZ-H-H
2818,锣,P-H-H-H-ST S-HZ-S-S-H P-HP-D
2819,扁,D HZ-H-SP S-HZG H-S-S
2820,瓣,D-H-D-D-H-H-P P-P-PZ-D-N D-H-D-D-H-H-S
2821,濃,D D T S-HZ-H-S-S-H H-SP H H-ST-P-N
2822,劍,P-N H S-HZ-H S-HZ-H SP-N SP-N S SG
2823,舵,P-SP-HZG-D-D-H D-D-HG P-SWG
2824,創,P N H HZ H H P S HZ H S SG
2825,妻,H HZ H H S PZ P H
2826,裳,S D P S HG S HZ H D H P ST P N
2827,飾,P D D HZ H H ST D P H S HZ S
2828,椒,H-S-P-D S-H-H SG P D HP-N
2829,炭,S-SZ-S H-P D-P-SP-N
2830,鸥,H P-N SZ P-HZG-D-SZWG H
2831,皱,P-HG HZ-H-H HG-SP-S-HP-N
2832,猴,P XG P P S HZ H P H H P N
2833,炔,D-P-SP-D HZ-H-SP-N
2834,蕴,H-S-S PZ-PZ T S-HZ-H-H S-HZ-S-S-H
2835,蕉,H-S-S P-S-D-H-H-H-S-H D D D D
2836,隅,HPWG-S S-HZ-H-H-S-HZG-S-T-D
2837,垒,PZ-D PZ-D PZ-D H-S-H
2838,擅,H-SG-T D H S-HZ S-HZ-H H S-HZ-H-H H
2839,敗,S-HZ-H-H-H P D P-H-P-N
2840,掉,H-SG-T S-H S-HZ-H-H H-S
2841,襲,D H D P H S HZG H H H SZZ H SWG H H H D H P ST P N
2842,饿,P-HG ST P-H-SG-T-XG-P-D
2843,梵,H-S-P-D H-S-P-N SP-HZWG D
2844,词,D HZT HZ H S HZ H
2845,焗,D P P D HZ H P HZ S HZ H
2846,凭,P-S P H-S-H SP HZWG
2847,褪,D-HP-S-P-D HZ-H-H-ST-P-N D HZ-TN
2848,粘,D P H-S-P-N S-H S-HZ-H
2849,溜,D D P P ST D HZG P S HZ H S H
2850,嗨,S-HZ-H D D T P-H SZ-HZG-D-D-H
2851,弩,PD-P-H HP-N HZ-H-SZWG
2852,例,P-S H P-HP-D S SG
2853,豌,H S HZ H D P T D S HG P HP D HZG SWG
2854,阖,S-D-HZG H-S-H PZ-D S-HZ-S-S-H
2855,操,H-SG-T S-HZ-H S-HZ-H S-HZ-H H-S-P-N
2856,毂,H-S-H D-HG H-SZ-H-S SP HZW HP-N
2857,笃,P-H-D P-H-D HZ-SZWG H
2858,淞,D D T H-S-P-D P N PZ-D
2859,話,D H H H S-HZ-H P-H-S S-HZ-H
2860,刘,D H P-N S SG
2861,瘾,D-H-SP D T HPWG-S P-HG HZ-H-H D BXG D D
2862,苟,H-S-S P-HZG S-HZ-H
2863,還,S-HZ-S-S-H H S-HZ-H-P-ST-P-N D HZ-TN
2864,拨,H-SG-T SZ-P HP-N D
2865,掌,S-D-P D-HG S-HZ-H P-H-H-SG
2866,弃,D H PZ-D H-SP-S
2867,析,H-S-P-D P-SP-H-S
2868,眸,S-HZ-H-H-H PZ-D P-H-H-S
2869,舱,P-SP-HZG-D-D-H P-N HZG-SWG
2870,癣,D-H-SP D T P-HG S-HZ-H-S-H H D-P-H-H-H-S
2871,蚊,S-HZ-H-S-T-D D H P-N
2872,珂,H H-S-H H-SG S-HZ-H
2873,钎,P-H-H-H-ST P-H-S
2874,沉,D D T D-HG SP HZWG
2875,瓯,H P-N SZ H-ST-HZWG D
2876,淼,SG-HP-P-N SG-HP-P-N SG-HP-P-N
2877,荟,H-S-S P-N H H-PZ-D
2878,秉,P H HZ H H S P N
2879,飮,P D D HZ H H S T D P HG P N
2880,却,H-S-H PZ-D HZG-S
2881,旬,P-HZG S-HZ-H-H
2882,庞,D-H-SP H-SP-P-SWG D
2883,訂,D H H H S-HZ-H H-SG
2884,恢,D D S H-P D-P-SP-N
2885,銹,P-D H-H-S-D-P-T P-H-S-P-N HZZZG-SP
2886,痘,D-H-SP D T H S-HZ-H D P H
2887,經,PZ-PZ D D D D H PD-PD-PD H S-H
2888,篷,P-H-D P-H-D P-HP-N H-H-H-S D HZ-TN
2889,潼,D D T D H D P H S-HZ-H-H-H-S-H
2890,掬,H-SG-T P-HZG D P H-S-P-N
2891,坑,H-S-H D H SP HZWG
2892,捕,H-SG-T H-S-HZG-H-H-S D
2893,翁,P N PZ-D HZG D T HZG D T
2894,彼,P P-S HG-SP-S-HP-N
2895,飓,SP HZWG P-N S-HZ-H-H-H H P D
2896,驱,HZ-SZWG H H P-N SZ
2897,張,HZ-H-SZWG H-S-H-H-H-ST-P-N
2898,嬉,PD-P-H H-S-H S-HZ-H D P H S-HZ-H
2899,鷄,P D D P PZ-PZ-D H-SP-N P-S-HZ-H-H-H-HZG D D D D
2900,紀,PZ-PZ D D D D HZ-H-SWG
2901,尕,HZZZG-SP SG P D
2902,芷,H-S-S S-H-S-H
2903,澋,D D T S-HZ-H-H D-H S-HZ-H-SG-P-D
2904,拒,H SG T H HZ H HZ
2905,贞,S-H S-HZ SP-D
2906,澡,D D T S-HZ-H S-HZ-H S-HZ-H H-S-P-N
2907,葵,H-S-S HP-D P-P-N H-H-SP-N
2908,珺,H H S T HZ H H P S HZ H
2909,暮,H-S-S S-HZ-H-H H-SP-N S-HZ-H-H
2910,覽,H S HZ H S SZ P H H S HZ S S H S HZ H H H P SWG
2911,芋,H-S-S H-H-SG
2912,愁,P-H-S-P-D D-P-SP-N D BXG D D
2913,釜,P D P N H H S D P H
2914,渊,D D T SP D P H-S-P-N S
2915,嗒,S-HZ-H H-S-S SP-N H S-HZ-H
2916,嫁,PD-P-H D-D-HG H-P-WG-P-P-P-N
2917,咫,HZ-H-SP-N S-HZ-H P D
2918,枪,H-S-P-D P-N HZG-SWG
2919,荒,H S S D H SZ P S SWG
2920,憨,HG H-S-S-H-H-H P-H-P-N D BXG D D
2921,駛,H S H H S HZG D D D D S HZ H P N
2922,鳌,H-H-S-H-HZG-P P-H-P-N P-HG S-HZ-H-S-H H
2923,魏,P-H-S-P-N PD-P-H P-S-HZ-H-H-SP-SWG PZ-D
2924,質,P-SP-H-S P-SP-H-S S-HZ-H-H-H P D
2925,予,HG-D-HG-SG
2926,歇,S-HZ-H-H P-HZG P-N SZ P-HG SP-N
2927,弄,H H-S-H H-SP-S
2928,醸,H S HZ P SW H H D H P D H H S S H P ST P N
2929,菇,H-S-S PD-P-H H-S S-HZ-H
2930,嘻,S-HZ-H H-S-H S-HZ-H D P H S-HZ-H
2931,乎,P-D-P-H-SG
2932,腑,SP-HZG-H-H D-H-SP P-S H-SG-D
2933,钙,P-H-H-H-ST H-S-H-SZWG
2934,蛟,S-HZ-H-S-T-D D-H-P-D P-N
2935,圭,H-S-H H-S-H
2936,匠,H P-SP-H-S SZ
2937,履,HZ H P P P S P H S HZ H H P HP N
2938,悟,D D S H-S-HZ-H S-HZ-H
2939,徳,P P-S H-S S-HZ-S-S-H D BXG D D
2940,丨,S
2941,鄉,PZ PZ P D HZ H H ST D HZZZG S
2942,亢,D H SP HZWG
2943,崴,S-SZ-S H-SP-XG-P-D H PD-P-H
2944,絲,PZ-PZ D D D D PZ-PZ-D SG P D
2945,穷,D D-HG P TN HZG-SP
2946,牦,P-H-H-S P-H-H-SWG
2947,肴,P-N H-P S-HZG-H-H
2948,顷,P-SWG H-P S-HZ SP-D
2949,述,H-S-P-N D D HZ-TN
2950,從,P P-S SP-N SP-N S-H-P-N
2951,廓,D-H-SP D H S-HZ-H HG-SG-H HPWG-S
2952,轧,H-SZ-H-S SWG
2953,焚,H-S-P-D H-S-P-N D-P-SP-N
2954,乒,P-S-H-S-H-P
2955,绅,PZ-PZ T S-HZ-H-H-S
2956,煕,H S SZZ H S SZ HZ H SWG D D D D
2957,樾,H S P D H S H S H P N H ST XG P D
2958,舶,P-SP-HZG-D-D-H P-S-HZ-H-H
2959,它,D-D-HG P-SWG
2960,骐,HZ-SZWG H H-S-S-H-H-H P-D
2961,栖,H-S-P-D H-S-HZ-SP-SW-H
2962,楊,H-S-P-D S-HZ-H-H H P-HZG-P-P
2963,堅,H-S-HZ-H-S-SZ HP-N H-S-H
2964,薇,H-S-S P P-S S-SZ-S H-SP-SWG P-H-P-N
2965,詩,D H H H S-HZ-H H-S-H H-SG-D
2966,纲,PZ-PZ T S-HZG P-N
2967,搞,H-SG-T D H S-HZ-H S-HZG S-HZ-H
2968,丛,SP-N SP-N H
2969,鏡,P-D H-H-S-D-P-T D H D P H S-HZ-H-H SP SWG
2970,芬,H-S-S P TN HZG-SP
2971,逆,D P H SZ-S-SP D HZ-TN
2972,贻,S-HZ SP-D PZ-D S-HZ-H
2973,裙,D HP S D P HZ H H P S HZ H
2974,腿,SP-HZG-H-H HZ-H-H-ST-P-N D HZ-TN
2975,肇,D HZ-H-SP P-H-P-N HZ-H-H-H-H-S
2976,邱,P-S-H-S-H HPWG-S
2977,忘,D H-SW D BXG D D
2978,扎,H-SG-T SWG
2979,仟,P-S P-H-S
2980,阱,HPWG-S H-H-SP-S
2981,稞,P-H-S-P-D S-HZ-H-H-H-S-P-N
2982,甄,H-S-HZ-S-S-H H-S H H-ST-HZWG D
2983,澤,D D T S-HZ-S-S-H H-S-H D P H H-S
2984,惰,D D S H-P H S-H S-HZG-H-H
2985,笛,P-H-D P-H-D S-HZ-H-S-H
2986,陋,HZZZG S H S HZG P D SZ
2987,淡,D D T D-P-SP-N D-P-SP-N
2988,扛,H-SG-T H S-H
2989,陷,HPWG-S P-HG P-S-H-HZ-H-H
2990,眠,S-HZ-H-H-H HZ-H-ST-H-XG
2991,迅,HZWG H-S D HZ-TN
2992,攻,H S-H P-H-P-N
2993,拾,H-SG-T SP-N H S-HZ-H
2994,愉,D D S P-N H SP-HZG-H-H S SG
2995,荘,H-S-S S D T H-S-H
2996,強,HZ-H-SZWG PZ-D S-HZ-H-S-T-D
2997,硒,H-P S-HZ-H H-S-HZ-SP-SW-H
2998,問,S-HZ-H-H S-HZG-H-H S-HZ-H
2999,邊,P-S-HZ-H-H-H D D-HG P TN D-H-HZG-SP D HZ-TN
3000,鍍,P-D H-H-S-D-P-T D-H-SP H-S-S-H HP-N
3001,竖,S S HP N D H D P H
3002,嘘,S-HZ-H S-H-HG-SP H-SWG S-S-D-P-H
3003,浸,D D T HZ-H-H D-HG HP-N
3004,铍,P-H-H-H-ST HG-SP-S-HP-N
3005,垠,H-S-H HZ-H-H-ST-P-N
3006,轰,H-SZ-H-S HP-N HP-N
3007,伞,P N D P H S
3008,佩,P-S SP HZWG H S-HZG-S
3009,圓,S-HZ S-HZ-H S-HZ-H-H-H P D H
3010,氮,P-H-H-HZWG D-P-SP-N D-P-SP-N
3011,擒,H-SG-T P-N D H P-N SZ-S S-HZG-PZ-D
3012,蝇,S-HZ-H-S-T-D S-HZ-H S-HZ-H-H-SWG
3013,侈,P-S P-HP-D P-HP-D
3014,妙,PD-P-H SG P D P
3015,戒,H-XG-P-D H-SP-S
3016,駕,HZG-SP S-HZ-H H-S-H-H-S-HZG D D D D
3017,恶,H S-S-D-P-H D BXG D D
3018,狠,P-WG-P HZ-H-H-ST-P-N
3019,酝,H-S-HZ-SP-SW-H-H H H-PZ-D
3020,颗,S-HZ-H-H-H-S-P-N H-P S-HZ SP-D
3021,错,P-H-H-H-ST H-S-S-H S-HZ-H-H
3022,泗,D D T S-HZ-SP-SW-H
3023,泾,D D T HP D H S H
3024,吟,S-HZ-H P-N D HP
3025,拼,H-SG-T D P H H-SP-S
3026,桔,H-S-P-D H-S-H S-HZ-H
3027,桦,H-S-P-D P-S P-SWG H-S
3028,臭,P-S-HZ-H-H-H H-SP-N D
3029,節,P H D P H D HZ H H ST D HZG S
3030,檀,H-S-P-D D H S-HZ S-HZ-H H S-HZ-H-H H
3031,夀,H H HG S HZ H S H S HZ H H SG D
3032,脸,SP-HZG-H-H P-N H D D P H
3033,樣,H-S-P-D D-P-H-H-S-H D HZG HP P-N
3034,織,PZ PZ D D D D D H D P H S HZ H H XG P D
3035,涯,D D T H-SP H-S-H H-S-H
3036,樟,H-S-P-D D H D P H S-HZ-H-H H-S
3037,魁,P-S-HZ-H-H-SP-SWG PZ-D D D H-S
3038,饱,P-HG ST P-HZG HZ-H-SWG
3039,锯,P-H-H-H-ST HZ-H-SP H-S S-HZ-H
3040,栈,H-S-P-D H-H-XG-P-D
3041,粹,D P H-S-P-N D H SP-N SP-N H-S
3042,巳,HZ-H-SWG
3043,鐘,P-D H-H-S-D-P-T D H D P H S-HZ-H-H-H-S-H
3044,嫩,PD-P-H H-S-HZ-H-S-P-N P-H-P-N
3045,挣,H SG T P HZ HZ H H SG
3046,罪,S-HZ-S-S-H S-H-H-H S-H-H-H
3047,几,SP HZWG
3048,楹,H-S-P-D HZZZG-SP HP-N S-HZ-S-S-H
3049,晰,S-HZ-H-H H-S-P-D P-SP-H-S
3050,廠,D-H-SP S-D-P S-HZG S-HZ-H P-H-P-N
3051,逃,SP-D-T-SWG-P-D D HZ-TN
3052,访,D HZT D-H-HZG-SP
3053,潔,D D T H-H-H-S HZG-SP PZ-PZ-D SG P D
3054,仗,P-S H-SP-N
3055,馕,P HG ST H S HZ H S S HG S HZ H S HZ H H H S S H P ST P N
3056,穗,P H S P D H S HZ H H S H D D BXG D D
3057,怎,P-H-S-H-H D BXG D D
3058,滾,D D T D H P D S HZ H P ST P N
3059,禺,S-HZ-H-H-S-HZG-S-T-D
3060,喂,S HZ H S HZ H S H H ST P N
3061,睛,S-HZ-H-H-H H-H-S-H SP-HZG-H-H
3062,痣,D-H-SP D T H-S-H D BXG D D
3063,喫,S-HZ-H H-H-H-S HZG-SP H-SP-N
3064,軰,S-H-T P-SWG H-S-HZ-H-H-H-S
3065,朔,D P H SZ-S-SP SP-HZG-H-H
3066,眾,S HZ S S H P S P N P N
3067,牡,P-H-H-S H-S-H
3068,射,P-S-HZG-H-H-H-P H-SG-D
3069,臣,H-S-HZ-H-S-SZ
3070,懋,H-S-P-N HG-D-HG-SG-P H-S-P-N D BXG D D
3071,緹,PZ-PZ D D D D S-HZ-H-H H S-H-P-N
3072,褥,D-HP-S-P-D H-SP H H-ST-P-N H-SG-D
3073,伶,P-S P-N D-HG-D
3074,郢,S-HZ-H H H-S-H HPWG-S
3075,烦,D-P-SP-D H-P S-HZ SP-D
3076,臺,H-S-H S-HZ-H D-HG H PZ-D H-S-H
3077,抚,H-SG-T H H-SP-SWG
3078,桩,H-S-P-D D-H-SP H-S-H
3079,磐,P-SP-HZG-D-D-H SP HZW HP-N H-P S-HZ-H
3080,孜,HG-SG-H P-H-P-N
3081,聆,H-S-S-H-H-H P-N D-HG-D
3082,氩,P-H-H-HZWG H S-S-D-P-H
3083,矢,P-H-H-SP-N
3084,偉,P-S HZ-S-H S-HZ-H-H-SZ-S
3085,埋,H-S-H S-HZ-H-H-H-S-H
3086,縁,P D PZ D S P D HZ H H XG P P P P N
3087,沱,D D T D-D-HG P-SWG
3088,吖,S-HZ-H D-P-S
3089,缠,PZ-PZ T D-H-SP S-HZ-H-H-H-S-H
3090,葫,H-S-S H-S S-HZ-H SP-HZG-H-H
3091,峨,S-SZ-S P-H-SG-T-XG-P-D
3092,鐵,P-N H-H-S-D-P-H H-S H-XG-P-D S-HZ-H H H-S-H
3093,醬,SZ-S-H-SP P-HP D D H-SG D H-S-HZ-SP-SW-H-H
3094,些,S-H-S-H P-SWG H H
3095,沧,D D T P-N HZG-SWG
3096,娃,PD-P-H H-S-H H-S-H
3097,哑,S-HZ-H H S-S-D-P-H
3098,肾,S S HP N S HZ H H
3099,詳,D H H H S-HZ-H D-P-H-H-H-S
3100,缕,PZ-PZ T D P H-S-P-N PD-P-H
3101,剿,PD-PD-PD S-HZ-H-H-H-S-P-N S SG
3102,燎,D P SP D H P N D P S HZ H H SG P N
3103,够,P-HZG S-HZ-H P-HP-D P-HP-D
3104,楓,H-S-P-D SP HZWG P S-HZ-H-S-T-D
3105,僖,P-S H-S-H S-HZ-H D P H S-HZ-H
3106,倩,P-S H-H-S-H SP-HZG-H-H
3107,绑,PZ-PZ T H-H-H-SP HPWG-S
3108,柑,H-S-P-D H-S-S H H
3109,礻,D-HP-S-D
3110,厌,H-SP H-SP-N D
3111,鸪,H-S S-HZ-H P-HZG-D-SZWG H
3112,耸,SP-N SP-N H-S-S-H-H-H
3113,埸,H-S-H S-HZ-H-H P-HZG-P-P
3114,凳,HP-D P-P-N H S-HZ-H D P H SP HZWG
3115,璞,H H-S-H S-S-D-P-H D P H H-H-SP-N
3116,毯,P-H-H-SWG D-P-SP-N D-P-SP-N
3117,贫,P TN HZG-SP S-HZ SP-D
3118,冻,D T H-SZ-SG P D
3119,叱,S-HZ-H P-SWG
3120,濱,D D T D S HG H S P P S HZ H H H P D
3121,挞,H-SG-T H-SP-N D HZ-TN
3122,誼,D H H H S-HZ-H D-D-HG S-HZ-H-H-H
3123,恬,D D S P-H-S S-HZ-H
3124,衞,P P S HZ H S HZ H H S HZG S H H HG
3125,钊,P-H-H-H-ST S SG
3126,撈,H-SG-T D-P-SP-D D-P-SP-N D-HG HZG-SP
3127,荤,H-S-S D-HG H-SZ-H-S
3128,韦,H-H-HZG-S
3129,荔,H-S-S HZG-SP HZG-SP HZG-SP
3130,柱,H-S-P-D D H H-S-H
3131,诏,D HZT HZG-SP S-HZ-H
3132,粵,P S-HZ P D P H-S-P-N H H-SZWG
3133,勺,P-HZG D
3134,铣,P-H-H-H-ST P-H-S-H-SP-SWG
3135,勝,SP-HZG-H-H D P H-H-P-N HZG-SP
3136,惯,D D S SZ-HZ-S-H S-HZ SP-D
3137,傳,P S H S HZ H H S H D H SG D
3138,鈴,P-D H-H-S-D-P-T P-N D-HG-D
3139,茵,H-S-S S-HZ H-SP-N H
3140,銭,P D H H S D P T H H H P XG D
3141,绎,PZ PZ T HP N H H S
3142,驭,HZ-SZWG H HP-N
3143,喔,S-HZ-H HZ-H-SP H PZ-D H-S-H
3144,昼,HZ-H-SP-N S-HZ-H-H H
3145,劝,HP-N HZG-SP
3146,筱,P-H-D P-H-D P-S S P-H-P-N
3147,缩,PZ-PZ T D-D-HG P-S H P-S-HZ-H-H
3148,杖,H-S-P-D H-SP-N
3149,請,D H H H S-HZ-H H-H-S-H SP-HZG-H-H
3150,炼,D P P D H PZ HZG P D
3151,丘,P-S-H-S-H
3152,奎,H-SP-N H-S-H H-S-H
3153,掏,H-SG-T P-HZG P-H-H-S-SZ-S
3154,蹓,S HZ H S H S T P ST D HZG P S HZ H S H
3155,沸,D D T HZ H SZWG P S
3156,坟,H-S-H D H P-N
3157,饲,P HG ST HZG H S HZ H
3158,恕,PD-P-H S-HZ-H D BXG D D
3159,扈,D HZ-H-SP S-HZ-H HZ-S-H-SWG
3160,雞,P D D P PZ-PZ-D H-SP-N P-S-D-H-H-H-S-H
3161,勘,H-S-S-H-H-H-P-D-SZ HZG-SP
3162,霜,H-D-HG-S H H H H H-S-P-D S-HZ-H-H-H
3163,碱,H-P S-HZ-H H-SP-XG-P-D H S-HZ-H
3164,蜓,S-HZ-H-S-T-D P H-S-H HZZP-N
3165,屬,HZ-H-SP SG D T P D S-HZ-S-S-H P-HZG S-HZ-H-S-T-D
3166,妲,PD-P-H S-HZ-H-H H
3167,释,P D P H S P D HP N H H S
3168,琊,H H-S-H H-SZ-SG-P HPWG-S
3169,筷,P-H-D P-H-D D D S HZ-H-SP-N
3170,窩,D D-HG P TN S-HZ-S-H-S-HZG S-HZ-H
3171,聪,H-S-S-H-H-H D P S-HZ-H D BXG D D
3172,茉,H-S-S H-H-S-P-N
3173,蒿,H-S-S D H S-HZ-H S-HZG S-HZ-H
3174,崧,S-SZ-S H-S-P-D P N PZ-D
3175,虬,S-HZ-H-S-T-D SWG
3176,茜,H-S-S H-S-HZ-SP-SW-H
3177,癫,D-H-SP D T H-S S-HZ-H-H-H H P D H-P S-HZ SP-D
3178,鎖,P-N H-H-S-D-P-H SG P D S-HZ-H-H-H P TN
3179,毗,S-HZ-H-S-H H-ST P-SWG
3180,腺,SP-HZG-H-H P-S-HZ-H-H SG-HP-P-N
3181,屎,HZ-H-SP D P H-S-P-N
3182,惬,S S D H H D P H P D SZ
3183,藻,H-S-S D D T S-HZ-H S-HZ-H S-HZ-H H-S-P-N
3184,雾,H-D-HG-S H H H H P-HP-N HZG-SP
3185,筆,P-H-D P-H-D HZ-H-H-H-H-S
3186,殓,H P-HP-D P-N H D D P H
3187,掩,H-SG-T H-SP-N S-HZ-H-H-SWG
3188,恤,D D S P S-HZ-S-S-H
3189,腹,P HZG H H P H S HZ H H P HP N
3190,铅,P-H-H-H-ST SP HZW S-HZ-H
3191,駿,H-S-H-H-S-HZG D D D D PZ-D P TN P-HP-N
3192,雜,D H SP-N SP-N H-SG P D P-S-D-H-H-H-S-H
3193,琍,H H-S-H P-H-S-P-N S SG
3194,糙,D P H-S-P-N P-H-S-H S-HZ-H D HZ-TN
3195,厘,H-SP S-HZ-H-H-H-S-H
3196,呼,S-HZ-H P-D-P-H-SG
3197,夸,H-SP-N H H-SZWG
3198,凖,D T P-S-D-H-H-H-S-H H-S
3199,鴐,HZG-SP S-HZ-H P-S-HZ-H-H-H-HZG D D D D
3200,躺,P-S-HZG-H-H-H-P S-D-P S-HZG S-HZ-H
3201,籬,P-H-D P-H-D D H P-N SZ-S S-HZG-PZ-D P-S-D-H-H-H-S-H
3202,歡,S-H S-H S-HZ-H S-HZ-H P-S-D-H-H-H-S-H P-HG SP-N
3203,胆,SP-HZG-H-H S-HZ-H-H H
3204,巩,H S-H SP-HZWG D
3205,枕,H-S-P-D D-HG-SP-SWG
3206,菀,H S S D S HG P HP D HZG SWG
3207,悔,D D S P-H SZ-HZG-D-D-H
3208,簘,P H D P H D HZ H H P S D P H S P D
3209,滞,D D T H S S S S HG S HZG S
3210,羔,D-P-H-H-S-H D D D D
3211,邹,P-HG HZ-H-H HPWG-S
3212,浑,D D T D-HG H-SZ-H-S
3213,個,P-S S-HZ H-S S-HZ-H H
3214,寞,D-D-HG H-S-S S-HZ-H-H H-SP-N
3215,矗,H-S-S-HZ-H-H-H H H-S-S-HZ-H-H-H H H-S-S-HZ-H-H-H H
3216,仆,P-S S D
3217,兹,D P H PZ-PZ-D PZ-PZ-D
3218,耘,H-H-H-S-P-N H H-PZ-D
3219,贿,S-HZ SP-D H-P S-HZG-H-H
3220,衷,D H S HZ S H P ST P N
3221,炊,D-P-SP-D P-HG SP-N
3222,糊,D P H-S-P-N H-S S-HZ-H SP-HZG-H-H
3223,稚,P-H-S-P-D P-S-D-H-H-H-S-H
3224,飲,P-D D-HZ-H-H-ST-D P-HG SP-N
3225,晒,S-HZ-H-H H-S-HZ-SP-SW-H
3226,慕,H-S-S S-HZ-H-H H-SP-N SG P D D
3227,跶,S-HZ-H S-H-S-T H-SP-N D HZ-TN
3228,颢,S-HZ-H-H D-H S-HZ-H-SG-P-D H-P S-HZ SP-D
3229,淅,D D T H-S-P-D P-SP-H-S
3230,咽,S-HZ-H S-HZ H-SP-N H
3231,麥,H-S P-D P-D P-N P-HP-D
3232,翎,P-N D-HG-D HZG D T HZG D T
3233,硚,H-P S-HZ-H SP H-SP-N SP S
3234,皂,P-S-HZ-H-H H-SWG
3235,恐,H S-H SP-HZWG D D BXG D D
3236,塵,D-H-SP-HZ-S-S-H H-ST P-SWG H-S-H
3237,洮,D D T SP-D-T-SWG-P-D
3238,鋁,P-D H-H-S-D-P-T S-HZ-H S-HZ-H
3239,婧,PD-P-H H-H-S-H SP-HZG-H-H
3240,購,S-HZ-H-H-H P D H-H-S-S-H-S-HZG-H-S-H
3241,匮,H S-HZ-H S H S-HZ SP-D SZ
3242,縂,PZ-PZ D D D D D P S-HZ-H D BXG D D
3243,朕,SP-HZG-H-H D P H-H-SP-N
3244,崛,S-SZ-S HZ-H-SP SZ-S-S-SZ-S
3245,啼,S-HZ-H D H D P D-HG S-HZG-S
3246,為,P D D P P HZ HZ HZG D D D D
3247,欺,H-S-S-H-H-H P-D P-HG SP-N
3248,答,P-H-D P-H-D SP-N H S-HZ-H
3249,帐,S-HZG-S P-H-ST-N
3250,禽,P-N D H P-N SZ-S S-HZG-PZ-D
3251,態,PZ-D S-HZG-H-H P-SWG P-SWG D BXG D D
3252,椴,H S P D P S H H T P HZWG HP N
3253,忙,D D S D H-SW
3254,聫,H-S-S-H-H-H PZ-PZ-D PZ-PZ-D H-SP-N
3255,俬,P-S P-H-S-P-D PZ-D
3256,惩,P P-S H-S-H-S-H D BXG D D
3257,凛,D T D H S-HZ S-HZ-H H H H SG P D
3258,绪,PZ-PZ T H-S-H-P S-HZ-H-H
3259,瞿,S-HZ-H-H-H S-HZ-H-H-H P-S-D-H-H-H-S-H
3260,芸,H-S-S H H-PZ-D
3261,阑,S-D-HZG H-S-HZ-D-P-H-S-P-N
3262,厮,H-SP H-S-S-H-H-H P-D P-SP-H-S
3263,啊,S-HZ-H HPWG-S H-SG S-HZ-H
3264,喊,S-HZ-H H-SP-XG-P-D H S-HZ-H
3265,虑,S-H-HG-SP H-SWG D BXG D D
3266,疚,D-H-SP D T P-HP-N
3267,禄,D-HP-S-D HZ-H-H SG D T P D
3268,烛,D-P-SP-D S-HZ-H-S-T-D
3269,餃,P-D D-HZ-H-H-ST-D D-H-P-D P-N
3270,萦,H-S-S D-HG PZ-PZ-D SG P D
3271,潤,D D T S-HZ-H-H S-HZG-H-H H H-S-H
3272,僧,P-S D P S-HZ S-D-P H S-HZ-H-H
3273,伐,P-S H-XG-P-D
3274,阻,HPWG-S S-HZ-H-H-H
3275,謀,D H H H S-HZ-H H-S-S H H H-S-P-N
3276,累,S-HZ-H-S-H PZ-PZ-D SG P D
3277,炴,D-P-SP-D S-HZ-H-SP-N
3278,菁,H-S-S H-H-S-H SP-HZG-H-H
3279,郸,D P S-HZ-H-H-H-S HPWG-S
3280,炮,D-P-SP-D P-HZG HZ-H-SWG
3281,鱿,P-HG S-HZ-H-S-H H H-SP-SWG D
3282,試,D H H H S-HZ-H H-XG D H S-H
3283,烨,D-P-SP-D P-S P-SWG H-S
3284,缦,PZ-PZ T S-HZ-H-H S-HZ-S-S-H HP-N
3285,抬,H-SG-T PZ-D S-HZ-H
3286,蜻,S-HZ-H-S-T-D H-H-S-H SP-HZG-H-H
3287,勁,H PD-PD-PD H S-H HZG-SP
3288,凔,D T P N H HZ H H P S HZ H
3289,岔,P TN HZG-SP S-SZ-S
3290,霍,H-D-HG-S H H H H P-S-D-H-H-H-S-H
3291,蟲,S-HZ-H-S-T-D S-HZ-H-S-T-D S-HZ-H-S-T-D
3292,參,PZ-D PZ-D PZ-D P-N P P P
3293,薯,H-S-S S-HZ-S-S-H H-S-H-P S-HZ-H-H
3294,潞,D D T S-HZ-H S-H-S-T P-HP-N S-HZ-H
3295,酵,H-S-HZ-SP-SW-H-H H-S-H-P HG-SG-H
3296,暂,H-SZ-H-S P-SP-H-S S-HZ-H-H
3297,瑯,H H S T D HZ H H ST D HZZZG S
3298,钨,P H H H ST P HZG SZWG H
3299,兿,D P H H-SG-T SP-HZWG-D H H-PZ-D
3300,菧,H-S-S D-H-SP P-ST-H-XG D
3301,碎,H-P S-HZ-H D H SP-N SP-N H-S
3302,邯,H-S-S H H HPWG-S
3303,豐,H H H S H H H S S SZ S H S HZ H D P H
3304,閤,S-HZ-H-H S-HZG-H-H SP-N H S-HZ-H
3305,覚,D D P S HG S HZ H H H P SWG
3306,哨,S-HZ-H S-D-P S-HZG-H-H
3307,逝,H-SG-T P-SP-H-S D HZ-TN
3308,埔,H-S-H H-S-HZG-H-H-S D
